,Type,Fund,Institution,City,State,Country,Grant,Purpose,year,currency,grant_sum,conversion_rate,usd
562,"Education, Documentation and Research",Successor Organization,Regents of the University of California - The History Project with the Jewish Studies Program,Davis,CA,United States,"$15,000 ","Toward the educator training program, ""The History and Memory of the Holocaust.""",2016,USD,15000,1.0,15000.0
563,"Education, Documentation and Research",Successor Organization,Remember the Women Institute,New York,NY,United States,"$11,250 ","Toward the post-production of ""By a Thread.""",2016,USD,11250,1.0,11250.0
564,Social Services,Successor Organization,Riverdale Chapter of Jewish Holocaust Survivors,Bronx,NY,United States,"$6,650 ",Toward the Café Europa program for Jewish Nazi victims.,2016,USD,6650,1.0,6650.0
565,Social Services,Successor Organization,Riverdale YM-YWHA Simon Senior Center,Bronx,NY,United States,"$3,000 ",Toward the Café Europa program for Jewish Nazi victims.,2016,USD,3000,1.0,3000.0
566,Social Services,Successor Organization,Rodeph Chesed Volunteer Ambulette Transport,Brooklyn,NY,United States,"$105,000 ",Toward transportation for vulnerable Jewish Nazi victims.,2016,USD,105000,1.0,105000.0
567,Social Services,Successor Organization,Ronald Gardenswartz Jewish Community Center of Greater Albuquerque,Albuquerque,NM,United States,"$2,500 ",Toward the Café Europa program for Jewish Nazi victims.,2016,USD,2500,1.0,2500.0
568,Social Services,Successor Organization,Selfhelp Community Services,New York,NY,United States,"$1,322,553 ",Toward social services for vulnerable Jewish Nazi victims.,2016,USD,1322553,1.0,1322553.0
569,"Education, Documentation and Research",Successor Organization,Selfhelp Community Services,New York,NY,United States,"$16,667 ","Toward the ""Witness Theater"" program in three locations.",2016,USD,16667,1.0,16667.0
570,"Education, Documentation and Research",Successor Organization,Sousa Mendes Foundation,Huntington,NY,United States,"$8,333 ","Toward the Sousa Mendes' List: Publication, Database and Exhibition project.",2016,USD,8333,1.0,8333.0
571,"Education, Documentation and Research",Successor Organization,"The Holocaust, Genocide and Human Rights Education Center at Brookdale Community College",Lincroft,NJ,United States,"$40,000 ",Toward the A Journey to Life permanent exhibit.,2016,USD,40000,1.0,40000.0
572,"Education, Documentation and Research",Successor Organization,The Saul Kagan Fellowship in Advanced Shoah Studies,New York,NY,United States,"$604,700 ",Toward the Kagan Fellowship program.,2016,USD,604700,1.0,604700.0
573,Social Services,Successor Organization,The YIZKOR Project,Denver,CO,United States,"$3,500 ",Toward the Café Europa program for Jewish Nazi victims.,2016,USD,3500,1.0,3500.0
574,Social Services,Successor Organization,Tomche Shabbos of Boro Park and Flatbush,Brooklyn,NY,United States,"$110,000 ",Toward the food program for vulnerable Jewish Nazi victims.,2016,USD,110000,1.0,110000.0
575,Social Services,Successor Organization,Tomchei Shabbos of Queens,Kew Gardens,NY,United States,"$60,000 ",Toward the food program for vulnerable Jewish Nazi victims.,2016,USD,60000,1.0,60000.0
576,"Education, Documentation and Research",Successor Organization,Torah Umesorah - The National Society for Hebrew Day Schools,Brooklyn,NY,United States,"$138,462 ","Toward developing Shoah educational materials and teacher training programs, including the fellowship program.",2016,USD,138462,1.0,138462.0
577,Social Services,Successor Organization,United Jewish Organizations of Williamsburg,Brooklyn,NY,United States,"$333,749 ",Toward social services for vulnerable Jewish Nazi victims.,2016,USD,333749,1.0,333749.0
578,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$4,054 ",Toward the reproduction of Nazi War Crimes Investigative Records at Germanys Central Office.,2016,USD,4054,1.0,4054.0
579,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$176,087 ","Toward the Archival Acquisitions and Reproduction Project, particularly in Eastern Europe, the former Soviet Union, Greece, and Latin America.",2016,USD,176087,1.0,176087.0
580,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$12,500 ","Toward the Archival Indexing Project,.",2016,USD,12500,1.0,12500.0
581,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$44,538 ","Toward the ""Encyclopedia of Camps and Ghettos, 1933-1945, Volume V: Extermination, Forced Labor and Dentention Camps under the SS and Police.""",2016,USD,44538,1.0,44538.0
582,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$51,000 ","Toward publication of Jewish Responses to Persecution 1933-1946, Volumes 4 and 5",2016,USD,51000,1.0,51000.0
583,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$10,783 ",Toward the scholarly initiative based on the International Tracing Service (ITS) archives.,2016,USD,10783,1.0,10783.0
584,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$28,520 ",Toward developing a digital infrastructure for preservation and access to the Museums archival holdings.,2016,USD,28520,1.0,28520.0
585,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$166,667 ",Toward Phase III of the Artifact Cataloging Project.,2016,USD,166667,1.0,166667.0
586,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$100,000 ",Toward the Archival Indexing Project.,2016,USD,100000,1.0,100000.0
587,"Education, Documentation and Research",Successor Organization,United States Holocaust Memorial Museum,Washington,DC,United States,"$73,580 ",Toward the Oral History Cataloging Project.,2016,USD,73580,1.0,73580.0
588,"Education, Documentation and Research",Successor Organization,World Jewish Restitution Organization,New York,NY,United States,"$50,000 ",Toward research on the expropriation of Holocaust-era property.,2016,USD,50000,1.0,50000.0
589,"Education, Documentation and Research",Successor Organization,Yad Yisroel,Brooklyn,NY,United States,"$8,333 ",Toward subsidies for educational visits to sites of Nazi atrocities for students from the FSU.,2016,USD,8333,1.0,8333.0
590,"Education, Documentation and Research",Successor Organization,B'nai B'rith Uruguay,Montevideo,,Uruguay,"$5,125 ",Toward introducing high school students to the Holocaust using the narrative of Uruguayan Holocaust survivor Chil Rajchman.,2016,USD,5125,1.0,5125.0
591,Social Services,Successor Organization,Fundación Tzedaká del Uruguay,Montevideo,,Uruguay,"$34,641 ",Toward social services for vulnerable Jewish Nazi victims.,2016,USD,34641,1.0,34641.0
592,Social Services,Successor Organization,Fundación Tzedaká del Uruguay,Montevideo,,Uruguay,"$50,000 ",Toward the Central/South America Holocaust Emergency Assistance Program.,2016,USD,50000,1.0,50000.0
593,Social Services,Successor Organization,Yajad - Red de Asistencia Social de la Comunidad Judia de Venezuela,Caracas,,Venezuela,"$25,000 ",Toward emergency assistance for vulnerable Jewish Nazi victims.,2016,USD,25000,1.0,25000.0
594,Social Services,Successor Organization,Oeuvre de Secours aux Enfants,Paris,,France,"$5,190 ",Toward the Café Europa program for Jewish Nazi victims.,2016,USD,5190,1.0,5190.0
595,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Cummings Jewish Centre for Seniors,Montreal,QC,Canada,"$147,292 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,147292,1.0,147292.0
596,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family & Child Service,Toronto,ON,Canada,"$59,820 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,59820,1.0,59820.0
597,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Association of Jewish Family Service Agencies,Elizabeth,NJ,United States,"$14,996 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,14996,1.0,14996.0
598,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Bikur Cholim of Rockland County,Monsey,NY,United States,"$33,989 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,33989,1.0,33989.0
599,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Blue Card,New York,NY,United States,"$77,382 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,77382,1.0,77382.0
600,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Community Improvement Council,Spring Valley,NY,United States,"$7,057 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,7057,1.0,7057.0
601,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Ferd & Gladys Alpert Jewish Family & Children's Service,West Palm Beach,FL,United States,"$24,493 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,24493,1.0,24493.0
602,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Gulf Coast Jewish Family & Community Services,Clearwater,FL,United States,"$23,792 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,23792,1.0,23792.0
603,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Community Services,Baltimore,MD,United States,"$20,619 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,20619,1.0,20619.0
604,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Community Services of South Florida,Miami,FL,United States,"$46,285 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,46285,1.0,46285.0
605,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family & Children's Service of Southern Arizona,Tucson,AZ,United States,"$14,534 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,14534,1.0,14534.0
606,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family and Career Services,Atlanta,GA,United States,"$19,494 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,19494,1.0,19494.0
607,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family and Child Service,Portland,OR,United States,"$9,036 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,9036,1.0,9036.0
608,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family and Children's Service of Greater Boston,Waltham,MA,United States,"$16,995 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,16995,1.0,16995.0
609,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family and Children's Service of Greater Philadelphia,Philadelphia,PA,United States,"$34,989 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,34989,1.0,34989.0
610,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family and Children's Service of Minneapolis,Minnetonka,MN,United States,"$12,996 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,12996,1.0,12996.0
611,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family and Children's Services of San Francisco,San Francisco,CA,United States,"$81,280 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,81280,1.0,81280.0
612,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family and Children's Services of the East Bay,Berkeley,CA,United States,"$7,498 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,7498,1.0,7498.0
613,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service,Seattle,WA,United States,"$3,999 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,3999,1.0,3999.0
614,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service Agency of Las Vegas,Las Vegas,NV,United States,"$14,195 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,14195,1.0,14195.0
615,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service Association of Cleveland,Beachwood,OH,United States,"$18,344 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,18344,1.0,18344.0
616,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Broward County,Plantation,FL,United States,"$43,286 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,43286,1.0,43286.0
617,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Colorado,Denver,CO,United States,"$20,994 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,20994,1.0,20994.0
618,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Greater Cincinnati,Cincinnati,OH,United States,"$18,244 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,18244,1.0,18244.0
619,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Greater Dallas,Dallas,TX,United States,"$4,464 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,4464,1.0,4464.0
620,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Houston,Houston,TX,United States,"$11,297 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,11297,1.0,11297.0
621,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Los Angeles,Los Angeles,CA,United States,"$145,318 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,145318,1.0,145318.0
622,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Metropolitan Detroit,West Bloomfield,MI,United States,"$27,991 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,27991,1.0,27991.0
623,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of Northeastern Pennsylvania,Scranton,PA,United States,"$2,999 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,2999,1.0,2999.0
624,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Service of San Diego,San Diego,CA,United States,"$25,956 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,25956,1.0,25956.0
625,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Services,Columbus,OH,United States,"$7,348 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,7348,1.0,7348.0
626,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Services of Greater Hartford,West Hartford,CT,United States,"$24,992 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,24992,1.0,24992.0
627,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Family Services of Silicon Valley,Los Gatos,CA,United States,"$7,998 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,7998,1.0,7998.0
628,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Federation of Metropolitan Chicago,Chicago,IL,United States,"$29,676 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,29676,1.0,29676.0
629,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Jewish Social Service Agency,Rockville,MD,United States,"$21,293 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,21293,1.0,21293.0
630,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Metropolitan Council on Jewish Poverty,New York,NY,United States,"$28,271 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,28271,1.0,28271.0
631,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Pesach Tikvah/Door of Hope,Brooklyn,NY,United States,"$91,571 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,91571,1.0,91571.0
632,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Ruth & Norman Rales Jewish Family Services,Boca Raton,FL,United States,"$17,533 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,17533,1.0,17533.0
633,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,Selfhelp Community Services,New York,NY,United States,"$127,732 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,127732,1.0,127732.0
634,Social Services,Harry and Jeanette Weinberg Holocaust Survivor Emergency Assistance Fund Jewish Family & Child,United Jewish Organizations of Williamsburg,Brooklyn,NY,United States,"$153,952 ",Toward emergency assistance for vulnerable Jewish victims of Nazi persecution.,2016,USD,153952,1.0,153952.0
0,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Jewish Care,Melbourne,,Australia,"$10,628 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,10628,1.0,10628.0
1,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,JewishCare,Sydney,,Australia,$800,Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,800,1.0,800.0
2,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Uniao Brasileiro-Israelita do Bem-Estar Social - UNIBES,Sao Paulo,,Brazil,"$10,000 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,10000,1.0,10000.0
3,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Reshet,Santiago,,Chile,"$6,250 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,6250,1.0,6250.0
4,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,CASIP - COJASOR,Paris,,France,"$5,400 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,5400,1.0,5400.0
5,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Tzedaka Foundation,Buenos Aires,,Argentina,"$21,055 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,21055,1.0,21055.0
6,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Royal Society for Jewish Welfare,Antwerp,,Belgium,"$1,380 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,1380,1.0,1380.0
7,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Association of Jews from Central Europe,Tel Aviv,,Israel,"$51,115 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,51115,1.0,51115.0
8,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Jewish Community of Stockholm,Stockholm,,Sweden,"$2,915 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,2915,1.0,2915.0
9,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Association of Jewish Refugees in Great Britain,Middlesex,,United Kingdom,"$46,900 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,46900,1.0,46900.0
10,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Selfhelp Community Services,New York,,United States,"$32,570 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,32570,1.0,32570.0
11,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Fundacion Tzedaka del Uruguay,Montevideo,,Uruguay,"$6,361 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,6361,1.0,6361.0
12,Social Services,Austrian Holocaust Survivors Emergency Assistance Program,Service Social Juif,Brussels,,Belgium,"$2,070 ",Toward emergency assistance for Austrian Jewish victims of Nazi persecution.,2015,USD,2070,1.0,2070.0
13,Social Services,German Government,Royal Society for Jewish Welfare,Antwerp,,Belgium,"EUR 238,683",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,238683,0.902,264615.2993348115
14,Social Services,German Government,Service Social Juif,Brussels,,Belgium,"EUR 873,655",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,873655,0.902,968575.3880266075
15,Social Services,German Government,CASIM,Marseille,,France,"EUR 609,120",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,609120,0.902,675299.33481153
16,Social Services,German Government,Association D'Aide Aux Israelites Ages Et Malades (ADIAM),Paris,,France,"EUR 1,352,874",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,1352874,0.902,1499860.310421286
17,Social Services,German Government,CASIP - COJASOR,Paris,,France,"EUR 1,052,334",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,1052334,0.902,1166667.4057649667
18,Social Services,German Government,Jewish Community of Milan,Milan,,Italy,"EUR 147,674",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,147674,0.902,163718.40354767183
19,Social Services,German Government,Jewish Social Service Agency of Rome,Rome,,Italy,"EUR 633,246",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,633246,0.902,702046.5631929047
20,Social Services,German Government,Union of Italian Jewish Communities,Rome,,Italy,"EUR 449,433",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,449433,0.902,498262.7494456763
21,Social Services,German Government,Dutch Jewish Social Services,Amsterdam,,Netherlands,"EUR 540,428",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,540428,0.902,599144.1241685144
22,Social Services,German Government,Jewish Community of Stockholm,Stockholm,,Sweden,"EUR 364,615",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,364615,0.902,404229.4900221729
23,Social Services,German Government,Association of Jewish Refugees in Great Britain,Middlesex,,United Kingdom,"EUR 3,695,723",Toward in-home services for vulnerable Jewish Nazi victims.,2015,EUR,3695723,0.902,4097253.8802660755
24,Social Services,German Government,Foundation for the Benefit Of Holocaust Victims in Israel*,Tel Aviv,,Israel,"ILS 125,578,085",Toward in-home services for vulnerable Jewish Nazi victims.,2015,ILS,125578085,3.887,32307199.639825057
25,Social Services,German Government,Tzedaka Foundation,Buenos Aires,,Argentina,"$1,193,857 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1193857,1.0,1193857.0
26,Social Services,German Government,Jewish Care,Melbourne,,Australia,"$7,882,338 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,7882338,1.0,7882338.0
27,Social Services,German Government,JewishCare,Sydney,,Australia,"$2,663,728 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2663728,1.0,2663728.0
28,Social Services,German Government,Hesed Gershon,"Baku, Azerbaijan",,Russia and Eastern Former Soviet Republics,"$78,293 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,78293,1.0,78293.0
29,Social Services,German Government,Representative Office of American Jewish Joint Distribution Committee in Belarus,Minsk,,Belarus,"$3,365,520 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,3365520,1.0,3365520.0
30,Social Services,German Government,La Benevolencija,Sarajevo,,Bosnia-Herzegovina,"$604,779 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,604779,1.0,604779.0
31,Social Services,German Government,Uniao Brasileiro-Israelita do Bem-Estar Social - UNIBES,Sao Paulo,,Brazil,"$963,963 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,963963,1.0,963963.0
32,Social Services,German Government,"Organization of Jews in Bulgaria ""Shalom""",Sofia,,Bulgaria,"$2,720,063 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2720063,1.0,2720063.0
33,Social Services,German Government,Jewish Family Services,Edmonton,AB,Canada,"$1,148,336 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1148336,1.0,1148336.0
34,Social Services,German Government,Jewish Family Service Agency,Vancouver,BC,Canada,"$284,105 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,284105,1.0,284105.0
35,Social Services,German Government,Jewish Family Services of Ottawa,Ottawa,ON,Canada,"$238,927 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,238927,1.0,238927.0
36,Social Services,German Government,Circle of Care,Toronto,ON,Canada,"$9,532,233 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,9532233,1.0,9532233.0
37,Social Services,German Government,Cummings Jewish Centre for Seniors,Montreal,QC,Canada,"$6,781,840 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,6781840,1.0,6781840.0
38,Social Services,German Government,Jewish Community Zagreb,Zagreb,,Croatia,"$664,169 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,664169,1.0,664169.0
39,Social Services,German Government,Federation of Jewish Communities in Czech Republic,Prague,,Czech Republic,"$2,636,116 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2636116,1.0,2636116.0
40,Social Services,German Government,Jewish Community of Estonia,Tallinn,,Estonia,"$1,037,364 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1037364,1.0,1037364.0
41,Social Services,German Government,Hesed Eliyahu,"Tbilisi, Georgia",,Russia and Eastern Former Soviet Republics,"$95,687 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,95687,1.0,95687.0
42,Social Services,German Government,Hungarian Jewish Social Support Foundation,Budapest,,Hungary,"$14,018,519 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,14018519,1.0,14018519.0
43,Social Services,German Government,Branch of the American Jewish Joint Distribution Committee in the Republic of Kazakhstan,"Almaty, Kazakhstan",,Russia and Eastern Former Soviet Republics,"$1,523,001 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1523001,1.0,1523001.0
44,Social Services,German Government,"Bishkek Jewish Charity Foundation ""Hesed Tikva""","Bishkek, Kyrgyzstan",,Russia and Eastern Former Soviet Republics,"$46,262 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,46262,1.0,46262.0
45,Social Services,German Government,Latvian Council of Jewish Communities,Riga,,Latvia,"$2,217,259 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,2217259,1.0,2217259.0
46,Social Services,German Government,Lithuanian Jewish Community,Vilnius,,Lithuania,"$1,093,861 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1093861,1.0,1093861.0
47,Social Services,German Government,The American Jewish Joint Distribution Committee in Moldova,Kishinev,,Moldova,"$888,494 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,888494,1.0,888494.0
48,Social Services,German Government,Central Jewish Welfare Commission,Warsaw,,Poland,"$1,073,212 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,1073212,1.0,1073212.0
49,Social Services,German Government,Federation of Jewish Communities of Romania,Bucharest,,Romania,"$3,281,652 ",Toward in-home services for vulnerable Jewish Nazi victims.,2015,USD,3281652,1.0,3281652.0
50,Social Services,German Government,Representative Office of the American Jewish Joint Distribution Committee,Moscow,,Russia and Eastern Former Soviet Republics,"$3,439,190 ",Toward in-home services for vulnerable Jewish Nazi victims as operated by the Hesed organizations in Ekaterinburg in the Ural Region.,2015,USD,3439190,1.0,3439190.0
